,Season,Round,Home,Away,FormDiff_01,FormDiff_033,FormDiff_05,FormDiff_066,L_k_Pts_Diff,L_k_St_A_Diff,L_k_Gls_A_Diff,L_k_cor_A_Diff,L_k_Off_A_Diff,L_k_Poss_A_Diff,L_k_Fls_A_Diff,Att_Diff,Mid_Diff,Def_Diff,Rat_Diff,Bud_Diff,Goal_Diff,Pts_Diff,W_Pts_Diff,Result
0,2011/2012,9,Werder Bremen,Borussia Dortmund,0.1656683099999996,0.19886551447183454,-0.09765625,-0.5006758307637504,0.375,-1.375,0.375,0.5,2.0,-7.625,4.5,-2,-7,-5,0,-7000000,3,3,0.04629629629629639,A
1,2011/2012,9,Bayern Munich,Hertha BSC,0.3636966100000001,0.7208034137844441,0.30078125,-0.7531546144936712,0.875,1.25,1.125,2.75,-0.75,11.5,-2.75,12,12,8,2,50000000,9,7,0.25,H
2,2011/2012,9,Mainz 05,Augsburg,0.09119807999999996,-0.08067275584187816,-0.15625,-0.07991026771537918,0.5,1.0,0.75,2.625,3.5,5.25,2.25,3,5,4,0,3500000,6,4,0.04629629629629631,A
3,2011/2012,9,Stuttgart,Hoffenheim,-0.06710861000000001,-0.686235016253744,-1.42578125,-2.06167073728873,0.0,0.875,0.0,0.125,0.625,-1.75,-2.625,1,0,1,1,-1500000,0,0,0.05555555555555558,H
4,2011/2012,9,Wolfsburg,Nürnberg,-0.13839822000000013,-0.0792271100964883,0.0703125,0.12184920772654079,-0.25,-0.875,0.0,0.625,-1.125,-9.0,0.375,5,3,0,1,22000000,0,-2,-0.04629629629629628,H
5,2011/2012,9,Borussia Mönchengladbach,Bayer Leverkusen,0.14004548999999988,0.15241166355202584,-0.01171875,-0.20068049821416967,0.375,1.375,-0.125,1.625,-1.875,0.375,-0.375,-1,-5,-1,-1,-12000000,-1,3,0.09259259259259256,D
6,2011/2012,9,Schalke 04,Kaiserslautern,0.46903968000000007,0.8993325411257418,0.90625,0.7578799816439807,1.25,2.375,1.5,0.125,-0.375,0.125,-2.375,13,7,4,1,5000000,12,10,0.45370370370370366,A
7,2011/2012,9,Freiburg,Hamburger SV,0.15947488999999992,0.40972384665340594,0.66015625,1.0152375096424706,0.375,1.75,0.5,-1.875,-0.125,1.5,-0.125,-6,-2,-5,-1,-5500000,4,3,0.12962962962962965,A
8,2011/2012,9,Köln,Hannover 96,-0.30168549000000033,-0.6169004679833261,-1.05078125,-2.1006170463362306,-0.625,-1.375,0.25,-0.75,-0.625,-0.375,0.75,2,-1,-1,-1,-2000000,2,-5,-0.10185185185185186,H
9,2011/2012,10,Augsburg,Werder Bremen,-0.2936305709999998,-0.07366760406647876,0.275390625,0.4595127552036849,-0.875,-4.0,-1.125,-3.25,-1.875,-10.625,0.625,-7,-5,-5,-1,-6000000,-9,-9,-0.12962962962962965,D
10,2011/2012,10,Borussia Dortmund,Köln,0.10474605000000037,-0.10457203865167974,-0.57421875,-1.5080621513675527,0.0,5.5,-0.375,1.375,-0.625,10.375,-6.625,0,6,5,1,10000000,0,3,0.03703703703703698,H
11,2011/2012,10,Nürnberg,Stuttgart,-0.30073600099999986,-0.9842381375947311,-1.470703125,-1.870819120089064,-0.625,0.875,-0.25,0.875,-0.25,3.125,1.125,-3,-4,-2,-1,-4000000,-4,-5,-0.37037037037037035,D
12,2011/2012,10,Kaiserslautern,Freiburg,0.0738225990000001,0.12724914924221808,0.138671875,0.14170441472156003,0.25,-0.25,-0.625,1.625,-0.5,-0.125,2.75,-2,-2,2,0,2500000,-7,1,0.1111111111111111,H
13,2011/2012,10,Hoffenheim,Borussia Mönchengladbach,-0.17785124099999994,-0.026861725327867347,0.138671875,0.0703398023515377,-0.125,-3.125,0.125,-1.875,1.875,-4.125,3.375,-2,2,0,0,2500000,1,-4,-0.15740740740740744,H
14,2011/2012,10,Hertha BSC,Mainz 05,0.25166421000000005,0.5626109832210352,0.67578125,0.7127260320128257,0.875,-0.5,0.25,-2.375,-1.625,-3.5,-3.0,0,1,0,0,-1500000,0,4,0.3425925925925926,D
15,2011/2012,10,Hamburger SV,Wolfsburg,-0.2114721610000001,-0.22099184648334547,0.060546875,0.5208845542713586,-0.25,-1.0,0.25,-1.25,1.375,5.0,0.25,1,0,1,0,-17000000,0,-5,-0.10185185185185186,D
16,2011/2012,10,Bayer Leverkusen,Schalke 04,0.05007340800000004,0.27161869338147127,0.390625,0.4170864951199458,-0.125,-2.5,-0.75,-0.875,-0.25,1.0,-1.125,-6,1,0,0,8000000,-6,-1,-0.037037037037037035,A
17,2011/2012,10,Hannover 96,Bayern Munich,-0.443268239,-1.4200196574420636,-1.873046875,-2.2645527853328624,-1.25,-3.125,-2.0,-0.375,0.875,-12.125,4.25,-8,-11,-6,-1,-47000000,-14,-7,-0.4074074074074074,H
18,2011/2012,11,Freiburg,Bayer Leverkusen,-0.3286251081,-0.3593343350089429,-0.2119140625,-0.09344683472943766,-0.625,-0.5,0.0,-0.125,0.625,-0.875,2.25,-5,-6,-6,-1,-15500000,2,-7,-0.1388888888888889,A
19,2011/2012,11,Bayern Munich,Nürnberg,0.5132987529999999,0.9144312003700148,0.533203125,-0.1714852832895548,1.25,2.75,1.875,-0.25,0.125,11.125,-2.875,13,14,8,2,51000000,14,10,0.36111111111111105,H
20,2011/2012,11,Schalke 04,Hoffenheim,0.004537801800000185,-0.31367752231183,-0.529296875,-0.5940277781228502,0.25,2.375,0.375,0.0,-0.875,-2.75,-0.25,9,2,1,1,1500000,6,2,0.11111111111111116,H
21,2011/2012,11,Wolfsburg,Hertha BSC,-0.05967559509999998,0.024193388675606498,0.1806640625,0.44516584325834546,-0.25,-0.75,-0.125,1.875,-1.25,-2.25,4.125,4,1,0,1,21000000,0,0,0.06481481481481483,A
22,2011/2012,11,Borussia Mönchengladbach,Hannover 96,-0.21057520100000016,-1.2053939424536309,-2.111328125,-3.0184380706644345,0.125,2.875,0.0,1.75,-1.875,5.25,-3.625,-1,-1,-1,-1,-1000000,-2,-1,-0.14814814814814814,H
23,2011/2012,11,Stuttgart,Borussia Dortmund,-0.1455388281000003,-0.8833575747235114,-1.7744140625,-2.982144025184284,-0.375,-3.125,-0.625,0.5,0.875,-6.625,4.125,-4,-4,-4,0,-8000000,-4,-2,-0.13888888888888884,D
24,2011/2012,11,Mainz 05,Werder Bremen,-0.31053177089999984,-0.286239455319679,-0.0986328125,0.062106150025464935,-1.375,-2.625,-0.875,-1.375,1.125,-2.375,3.875,-4,0,-1,-1,-2500000,-5,-8,-0.26851851851851855,A
25,2011/2012,11,Köln,Augsburg,0.13058365589999987,0.2644572191235691,0.4521484375,0.6784311285433134,0.875,-1.125,1.125,0.0,0.875,5.25,0.5,9,6,5,0,3000000,7,5,0.15740740740740744,H
26,2011/2012,11,Hamburger SV,Kaiserslautern,-0.12537011790000008,-0.130794212977415,-0.1201171875,-0.17765239467974925,-0.375,-0.25,0.25,-0.25,-0.25,2.0,1.25,8,4,3,1,3000000,4,-3,-0.1296296296296297,D
27,2011/2012,12,Mainz 05,Stuttgart,-0.4697176139100002,-1.0475889621751913,-1.55810546875,-2.4729249581657826,-1.375,1.25,-0.75,1.375,2.125,3.375,2.875,-2,-3,-2,-1,-1500000,-4,-9,-0.462962962962963,H
28,2011/2012,12,Borussia Dortmund,Wolfsburg,0.4586584807800004,1.203558185190777,1.4677734375,1.4448270756819697,0.5,4.125,0.75,-0.75,0.25,10.25,-7.5,2,5,6,0,-10000000,7,7,0.2962962962962963,H
29,2011/2012,12,Werder Bremen,Köln,0.09675806948999988,-0.3256037488202015,-0.50146484375,-0.3933478939623092,-0.125,5.5,-0.375,3.0,1.125,6.5,-1.375,-2,-1,0,1,3000000,2,4,-0.10185185185185186,H
30,2011/2012,12,Nürnberg,Freiburg,0.2311683066900002,0.29313372991802517,0.35400390625,0.39649000246519306,0.375,0.125,0.25,0.75,-0.875,-4.125,0.125,0,-1,4,0,500000,-2,5,0.05555555555555555,A
31,2011/2012,12,Hoffenheim,Kaiserslautern,0.17294980337999977,0.19872853468783114,-0.0458984375,-0.25901698643222004,0.0,-0.125,0.375,0.0,-0.125,3.75,-0.5,4,5,3,0,3500000,5,4,-0.13888888888888884,D
32,2011/2012,12,Hertha BSC,Borussia Mönchengladbach,-0.1481880620999998,-0.4042902737927888,-0.8173828125,-1.5119911223285547,0.125,-2.0,0.625,-2.375,1.375,-9.75,-0.875,-3,0,-1,0,-2000000,2,-4,0.0092592592592593,A
33,2011/2012,12,Bayer Leverkusen,Hamburger SV,0.2895334757099999,0.09643882116386071,-0.22119140625,-0.4377006998721564,0.375,0.25,0.125,-1.5,-0.375,-1.25,-4.75,-1,4,1,0,10000000,0,8,0.06481481481481477,D
34,2011/2012,12,Hannover 96,Schalke 04,-0.09426169620000002,-0.290841315630217,-0.416015625,-0.47555311851403737,-0.5,-2.75,-0.5,0.0,1.625,2.5,0.25,-6,-3,0,0,-3000000,-8,-3,-0.23148148148148145,D
35,2011/2012,12,Augsburg,Bayern Munich,-0.7493962185200002,-1.4177301775150242,-1.626953125,-1.8647917932741684,-1.625,-3.875,-2.375,-2.0,-1.125,-21.25,3.5,-15,-18,-12,-2,-52000000,-22,-17,-0.41666666666666663,A
36,2011/2012,13,Kaiserslautern,Bayer Leverkusen,-0.14298905348099988,0.045436438679518854,0.087646484375,-0.07898173938625197,0.0,0.375,-0.625,1.625,0.625,-0.25,3.75,-7,-8,-4,-1,-13000000,-5,-5,0.04629629629629628,A
37,2011/2012,13,Schalke 04,Nürnberg,0.510325381719,1.1454546973154158,1.251708984375,1.1236724511109588,0.875,2.0,0.5,-0.75,-1.375,0.5,2.0,11,6,2,1,7000000,11,10,0.49074074074074076,H
38,2011/2012,13,Freiburg,Hertha BSC,-0.2876289638220001,-0.2500452490953677,-0.10107421875,0.03335835547704441,-0.625,0.25,-0.625,0.375,0.375,6.625,2.875,-1,-1,-4,0,-1500000,0,-6,-0.07407407407407407,D
39,2011/2012,13,Wolfsburg,Hannover 96,-0.4326638798610001,-1.0601091537415188,-1.305908203125,-1.3328899732641835,-0.125,-0.5,0.125,1.25,-1.0,-4.0,1.75,0,0,-2,0,18000000,-1,-6,-0.1296296296296296,H
40,2011/2012,13,Borussia Mönchengladbach,Werder Bremen,0.05332556087799989,0.2651299125913671,0.55419921875,1.214725306008892,0.25,-1.875,-0.625,-0.625,-2.125,-0.5,-1.625,-1,1,0,-1,-2000000,-8,0,0.02777777777777779,H
41,2011/2012,13,Bayern Munich,Borussia Dortmund,0.22536956352799997,0.25490537360593324,0.09765625,0.17939274808076133,0.375,-2.0,0.25,0.25,-0.25,3.875,1.0,6,6,2,1,39000000,6,5,-0.02777777777777779,A
42,2011/2012,13,Stuttgart,Augsburg,0.3614877280980001,0.5846353049026246,0.75439453125,0.8649722525598045,1.0,1.25,1.0,2.25,0.5,9.25,0.625,5,8,6,1,5000000,9,10,0.212962962962963,H
43,2011/2012,13,Hamburger SV,Hoffenheim,-0.22699756979099983,-0.1457933396690939,-0.087646484375,-0.14396792023114852,-0.25,1.0,-0.125,-0.125,0.5,-0.875,-0.25,4,-1,0,1,-500000,0,-7,0.05555555555555558,H
44,2011/2012,13,Köln,Mainz 05,0.1454245698779999,0.06423058925590663,-0.47900390625,-1.5195082794508896,0.875,-4.75,0.625,-2.875,-1.625,-7.875,-2.625,6,1,1,0,-500000,4,4,0.15740740740740738,D
45,2011/2012,14,Köln,Borussia Mönchengladbach,-0.49870732045389976,-1.3042065732109953,-2.0482177734375,-2.7458294301892474,-0.375,-5.375,0.125,-2.875,-0.125,-9.625,2.125,3,0,0,0,-1000000,1,-9,-0.26851851851851855,A
46,2011/2012,14,Borussia Dortmund,Schalke 04,0.1971462806498001,0.9614197254509202,1.463134765625,1.9036360781642903,0.375,1.125,0.5,0.5,1.75,8.25,-4.0,-4,2,4,0,5000000,-1,1,0.12962962962962965,H
47,2011/2012,14,Nürnberg,Kaiserslautern,-0.1205516767292999,-0.31949909641191254,-0.2642822265625,-0.13060805412638132,-1.0,-0.875,0.0,-0.375,-1.625,-1.875,-1.75,2,1,2,0,-2000000,3,-1,-0.3148148148148148,H
48,2011/2012,14,Hoffenheim,Freiburg,0.21365856772559988,0.11589509213940791,-0.0224609375,-0.10834766942035762,0.125,-1.5,-0.375,0.25,-1.75,0.0,-0.75,2,3,5,0,6000000,-3,6,-0.09259259259259262,D
49,2011/2012,14,Augsburg,Wolfsburg,-0.2369826944451,-0.5577580616003951,-0.8450927734375,-1.0204137421854313,-0.5,-0.375,-0.875,-2.25,-0.25,-4.25,-2.25,-7,-7,-4,-1,-23000000,-9,-8,-0.25,H
50,2011/2012,14,Hertha BSC,Bayer Leverkusen,-0.17394098422499982,-0.4855104169294333,-0.654541015625,-0.6380916788394233,-0.25,-0.875,0.125,0.375,0.625,-6.375,0.375,-4,-5,-2,-1,-14000000,1,-4,-0.19444444444444442,D
51,2011/2012,14,Hannover 96,Hamburger SV,0.17375409586080004,-0.1077073129917474,-0.3154296875,-0.3967544751659836,-0.125,-1.25,0.0,-0.375,0.125,-0.125,-0.75,-1,0,1,0,-1000000,0,6,-0.22222222222222227,D
52,2011/2012,14,Werder Bremen,Stuttgart,0.01973173671179973,-0.10021582385788874,-0.181884765625,-0.3281753671826678,-0.375,3.5,-0.125,0.625,2.0,4.0,-3.625,2,-3,-1,0,1000000,3,2,-0.07407407407407407,H
53,2011/2012,14,Mainz 05,Bayern Munich,-0.6053837277843003,-0.5822692945271034,-0.1058349609375,0.2570845091920495,-1.25,0.0,-0.75,1.375,0.625,-8.5,6.5,-12,-13,-8,-2,-48500000,-15,-15,-0.24074074074074076,H
54,2011/2012,15,Bayer Leverkusen,Hoffenheim,0.19435734590706,0.33265765230174194,0.3385009765625,0.2644640521609798,0.75,1.25,1.125,-1.375,0.0,-2.25,-2.875,3,3,1,1,9500000,4,4,0.28703703703703703,H
55,2011/2012,15,Bayern Munich,Werder Bremen,0.041269254746580275,-0.3537638853875906,-0.7850341796875,-0.9899023784914355,0.0,-2.375,0.375,-2.0,-1.25,4.375,-1.75,8,13,7,1,46000000,9,2,-0.15740740740740738,H
56,2011/2012,15,Freiburg,Hannover 96,-0.32126618848716004,-0.4496246639076449,-0.508056640625,-0.5000194564284741,-0.125,1.125,-0.125,0.0,0.625,1.875,0.75,-5,-2,-6,-1,-4500000,1,-8,0.055555555555555525,D
57,2011/2012,15,Kaiserslautern,Hertha BSC,-0.23572673681742007,-0.35729715564351006,-0.5408935546875,-0.6884171655583582,-0.125,1.375,-1.0,1.5,0.25,10.625,3.0,-3,-3,-2,0,1000000,-11,-5,-0.07407407407407407,D
58,2011/2012,15,Wolfsburg,Mainz 05,-0.19300400288631003,-0.7777989780331169,-1.01458740234375,-1.0804561053673072,0.125,-4.25,0.0,-0.625,-1.625,-2.125,1.125,4,2,0,1,19500000,-1,0,-0.16666666666666669,D
59,2011/2012,15,Borussia Mönchengladbach,Borussia Dortmund,-0.11783249996539058,-0.6503559087515582,-0.39910888671875,0.9703489664508709,-0.75,-1.125,-0.875,0.125,-1.125,2.125,-4.0,-3,-6,-5,-1,-9000000,-6,0,-0.12962962962962965,D
60,2011/2012,15,Stuttgart,Köln,0.15846768298071023,0.13077527669892774,0.02337646484375,-0.174210599361714,0.125,3.75,0.125,1.0,-0.625,7.0,5.25,-4,2,1,1,2000000,-1,4,0.10185185185185186,D
61,2011/2012,15,Hamburger SV,Nürnberg,0.1576815593790598,0.5906768299033439,0.5924072265625,0.44861206800098624,1.0,1.375,0.5,1.0,1.375,5.125,1.5,6,3,1,1,5000000,4,-1,0.2407407407407407,H
62,2011/2012,15,Schalke 04,Augsburg,0.4863131717652901,0.5771752148988991,0.25933837890625,-0.23142064491444003,1.0,3.25,1.375,0.875,-1.0,4.5,1.75,13,10,6,1,8000000,16,14,0.2314814814814815,H
63,2011/2012,16,Hertha BSC,Schalke 04,-0.3383981662980421,-0.6340470713922471,-0.61309814453125,-0.6324411212027128,-0.75,-3.625,-0.375,-1.375,1.25,-7.0,-2.625,-10,-4,-2,-1,-6000000,-9,-9,-0.29629629629629634,A
64,2011/2012,16,Werder Bremen,Wolfsburg,0.3312110933555581,0.08584466961596049,-0.31378173828125,-0.6467760093021364,0.25,4.125,-0.125,0.125,2.125,5.75,-5.375,0,-2,1,0,-17000000,5,9,0.14814814814814814,H
65,2011/2012,16,Mainz 05,Hamburger SV,-0.027909178437122928,-0.09020245046347197,-0.086029052734375,-0.013671775987968315,-0.375,1.875,0.125,0.875,-0.75,0.875,1.75,-5,-2,-1,-1,-2500000,2,0,-0.12037037037037035,D
66,2011/2012,16,Nürnberg,Hoffenheim,-0.13171095158491775,-0.09637012730695549,-0.04217529296875,-0.037476601265648085,-0.125,1.75,0.5,-0.625,-0.5,-4.25,-3.5,-2,-4,-1,0,-5500000,-2,-3,0.02777777777777779,A
67,2011/2012,16,Köln,Freiburg,0.112399008840675,-0.0479370296131828,-0.161041259765625,-0.1984498224887341,-0.125,-3.875,0.25,-1.25,-1.25,-6.75,-2.875,7,1,5,0,2500000,3,5,-0.06481481481481483,H
68,2011/2012,16,Augsburg,Borussia Mönchengladbach,-0.9082573999358688,-2.3311031512026035,-3.400543212890625,-4.277248513153284,-0.875,-3.0,-1.0,-0.75,0.125,-11.5,5.125,-6,-6,-5,0,-4000000,-11,-19,-0.42592592592592593,H
69,2011/2012,16,Hannover 96,Bayer Leverkusen,-0.16382460724451986,-0.2558197674455521,-0.28125,-0.31499769397854716,-0.75,-2.0,-0.5,0.375,1.25,-2.625,2.75,0,-4,0,0,-11000000,-3,-4,-0.36111111111111116,D
70,2011/2012,16,Borussia Dortmund,Kaiserslautern,0.9049140298344492,2.3994986773980154,3.210723876953125,4.309094132536804,1.375,2.0,1.875,-0.125,0.25,-1.0,-1.875,9,9,8,1,10000000,19,16,0.4814814814814815,D
71,2011/2012,16,Stuttgart,Bayern Munich,-0.42086096832229214,-0.7194289743846772,-0.6976318359375,-0.618737029731067,-0.125,-0.625,-0.625,1.0,0.25,-8.25,2.5,-10,-10,-6,-1,-47000000,-16,-9,-0.1481481481481482,A
72,2011/2012,17,Bayern Munich,Köln,0.5715524302293845,0.762746334735582,0.6171112060546875,0.580300817269445,0.5,4.75,0.625,1.5,-0.875,17.875,0.0,6,12,7,2,49000000,13,13,0.19444444444444442,H
73,2011/2012,17,Bayer Leverkusen,Nürnberg,0.5507866743157634,0.8067719583945745,0.710906982421875,0.5042410850910968,1.125,-0.5,0.875,-1.125,0.0,5.0,-1.75,5,7,2,1,15000000,8,11,0.4074074074074074,A
74,2011/2012,17,Hamburger SV,Augsburg,0.1830996117552237,-0.10103039268565106,-1.094757080078125,-2.4932056525904054,0.5,2.75,0.375,0.875,0.25,7.375,0.75,8,7,5,1,6000000,6,4,0.1388888888888889,D
75,2011/2012,17,Freiburg,Borussia Dortmund,-0.8700733108363979,-1.6478543275551638,-1.7431793212890625,-1.7851364213613856,-1.5,-1.75,-1.375,-1.375,-0.5,3.5,-0.125,-7,-7,-10,-1,-12500000,-11,-18,-0.38888888888888884,A
76,2011/2012,17,Hoffenheim,Hertha BSC,0.037272187596603557,0.05886913182097997,0.04327392578125,0.033599563671675076,0.125,0.625,-0.625,1.25,0.625,8.625,5.5,1,2,1,0,4500000,-5,2,0.1018518518518518,D
77,2011/2012,17,Wolfsburg,Stuttgart,-0.17847343476205924,0.0832332751038507,0.2418212890625,0.21452031324158338,-0.125,-0.875,0.25,0.375,-1.375,-2.25,2.125,2,-1,-2,0,18000000,-1,-5,-0.02777777777777779,H
78,2011/2012,17,Schalke 04,Werder Bremen,0.1497061324320237,0.30873444960924634,0.1640167236328125,0.002207028492111407,0.375,-1.25,0.25,-1.0,-2.0,-5.625,1.75,6,5,1,0,2000000,3,2,0.12962962962962965,H
79,2011/2012,17,Kaiserslautern,Hannover 96,-0.20105327780758897,0.3737648630581727,1.2787628173828125,2.7353598415770364,0.375,1.375,-0.125,-0.5,0.25,0.75,2.875,-7,-4,-4,-1,-2000000,-7,-7,0.0,D
80,2011/2012,17,Borussia Mönchengladbach,Mainz 05,0.44138547228879166,0.702451787883303,0.822967529296875,0.8065514902386637,0.5,-1.625,0.625,-1.625,-0.75,2.5,-8.875,3,1,1,0,500000,2,12,0.09259259259259262,H
81,2011/2012,18,Borussia Mönchengladbach,Bayern Munich,-0.11711601138052075,0.2614907322548272,0.5101547241210938,0.17507695287112712,0.125,-0.75,-0.5,-1.625,-1.25,-8.125,-2.625,-9,-12,-7,-2,-48000000,-18,-4,-0.05555555555555558,H
82,2011/2012,18,Hoffenheim,Hannover 96,-0.1401561599993515,-0.5818881589185672,-1.1751480102539062,-2.3181551451370495,0.125,1.625,-0.25,1.375,0.0,3.25,4.0,-3,1,-1,-1,1500000,-1,-1,0.07407407407407407,D
83,2011/2012,18,Schalke 04,Stuttgart,0.6649597924154567,1.521939215226736,1.7546234130859375,1.8136262815439312,1.625,1.625,1.375,-1.25,-0.25,-5.125,-0.75,8,2,0,0,3000000,15,12,0.6111111111111112,H
84,2011/2012,18,Wolfsburg,Köln,-0.04285111904567607,0.11225590653895678,0.20156097412109375,0.20145200100463195,0.0,3.25,0.0,2.75,-2.25,3.375,7.75,-2,1,-1,1,20000000,-4,-1,0.055555555555555525,H
85,2011/2012,18,Freiburg,Augsburg,-0.1958210623439829,-0.8823478893947196,-1.398681640625,-1.5050966023801988,-0.25,1.875,-0.125,0.625,-0.375,7.0,-0.375,2,5,0,0,500000,6,-2,-0.19444444444444448,H
86,2011/2012,18,Nürnberg,Hertha BSC,-0.11540228766952698,0.08674466453410051,0.218963623046875,0.24290126571552784,-0.125,0.875,-0.625,0.125,-0.125,-1.125,3.25,-1,-2,0,0,-1000000,-7,-2,0.09259259259259256,H
87,2011/2012,18,Kaiserslautern,Werder Bremen,-0.23872317264115317,0.3955134728242101,0.856842041015625,1.1735803103198232,-0.625,-2.125,-1.0,0.125,0.5,0.625,3.375,-7,-2,-3,-1,-3000000,-17,-13,-0.2129629629629629,D
88,2011/2012,18,Hamburger SV,Borussia Dortmund,-0.6606124749602817,-1.0959525586362517,-0.6682891845703125,0.2588457636931123,-0.75,0.25,-1.25,-0.375,-0.75,3.875,0.75,-1,-5,-5,0,-7000000,-14,-15,-0.20370370370370372,A
89,2011/2012,18,Bayer Leverkusen,Mainz 05,0.18575247450067223,-0.06077045024398153,-0.11249542236328125,-0.06950419250920326,0.25,-2.5,0.0,-1.0,-0.125,4.0,-5.875,4,6,2,1,12500000,0,8,0.08333333333333331,H
90,2011/2012,19,Hannover 96,Nürnberg,0.18922901111830004,0.18178745704558597,0.24238967895507812,0.4534797076814116,-0.375,-1.25,0.0,0.0,0.25,4.125,-2.0,5,3,2,1,4000000,1,3,-0.2314814814814815,H
91,2011/2012,19,Borussia Dortmund,Hoffenheim,0.8295518130934051,1.9831962505945113,2.169139862060547,2.032703715992639,1.375,3.0,1.75,1.375,0.625,-4.25,-4.875,5,4,5,1,6500000,21,14,0.4166666666666667,H
92,2011/2012,19,Bayern Munich,Wolfsburg,0.5572483062521223,0.3987841377338832,0.10699462890625,-0.004149723133020755,0.625,0.125,0.75,-1.5,1.625,14.75,-5.5,8,11,8,1,29000000,20,14,0.03703703703703709,H
93,2011/2012,19,Werder Bremen,Bayer Leverkusen,-0.067156986696018,-0.01337224584258112,0.3517646789550781,0.8142095791931169,-0.25,2.125,0.0,-0.25,0.625,-4.25,1.125,0,-6,-1,0,-10000000,5,1,-0.1481481481481482,D
94,2011/2012,19,Augsburg,Kaiserslautern,-0.1400786959825716,-0.23422982261803327,-0.21887969970703125,-0.24590315023557086,0.125,-1.75,0.25,-1.375,0.25,-6.125,-2.0,0,-3,-2,0,-3000000,2,-2,0.07407407407407407,D
95,2011/2012,19,Hertha BSC,Hamburger SV,-0.1068882002037943,-0.4825681747885522,-0.6540679931640625,-0.763922670987365,-0.5,-2.25,0.25,-0.625,-0.125,-7.5,-1.125,-5,-1,-1,-1,-4000000,2,1,-0.2037037037037037,A
96,2011/2012,19,Köln,Schalke 04,-0.7870198765602016,-1.541384378288257,-1.7344932556152344,-1.8091830553833677,-1.375,-4.0,-1.25,-1.875,0.875,-1.375,-1.25,-4,-4,-1,-1,-5000000,-14,-16,-0.5833333333333333,A
97,2011/2012,19,Mainz 05,Freiburg,0.08107133339351069,-0.204085155799495,-0.6888847351074219,-1.0198682209321586,0.0,2.125,0.5,1.125,-0.25,-4.125,3.25,1,0,4,0,3000000,2,2,-0.09259259259259262,H
98,2011/2012,19,Stuttgart,Borussia Mönchengladbach,-0.9175129510485474,-2.5661208715702735,-3.198253631591797,-3.213651581426904,-1.75,-0.75,-1.125,1.625,0.375,0.25,5.5,-1,2,1,1,1000000,-4,-14,-0.6018518518518519,A
99,2011/2012,20,Nürnberg,Borussia Dortmund,-1.0719753023716383,-2.39508209783627,-3.130350112915039,-4.606566234293155,-1.375,-3.375,-1.875,-1.625,-0.5,-2.25,3.25,-7,-8,-6,-1,-12000000,-24,-19,-0.38888888888888895,A
100,2011/2012,20,Bayer Leverkusen,Stuttgart,0.4646161370163915,0.7670463680481934,0.792877197265625,0.8732241664474855,1.125,-0.375,0.75,-1.25,-0.125,2.875,-1.125,2,3,0,0,11000000,2,8,0.42592592592592593,D
101,2011/2012,20,Schalke 04,Mainz 05,0.7845557431858943,1.3295868650832436,1.3139762878417969,1.1419857116114824,0.875,-1.25,1.125,0.0,-0.5,-0.75,-2.75,10,5,2,1,4500000,18,19,0.46296296296296297,D
102,2011/2012,20,Hoffenheim,Augsburg,0.05038568013120592,-0.4408128795405799,-0.46972084045410156,-0.13841959309973006,-0.125,1.75,-0.375,1.375,-0.125,5.375,2.875,4,8,5,0,6500000,3,7,-0.05555555555555558,D
103,2011/2012,20,Wolfsburg,Borussia Mönchengladbach,-0.9162128777744115,-2.254289213189558,-2.884824752807617,-3.027783195862265,-1.125,-1.0,-1.0,3.5,-0.375,-5.5,7.625,1,1,-1,1,19000000,-7,-16,-0.33333333333333337,D
104,2011/2012,20,Hertha BSC,Hannover 96,-0.3908127771935255,-0.8625516597354865,-1.0757179260253906,-1.1808554710680732,-0.625,1.5,0.375,-0.375,0.75,-1.125,-1.125,-4,-1,-2,-1,-3000000,4,-7,-0.32407407407407407,A
105,2011/2012,20,Hamburger SV,Bayern Munich,-0.5965734866375736,-0.6824829685581224,-0.47756195068359375,-0.20843327084428565,-0.25,1.125,-0.625,0.125,0.625,-7.75,1.625,-7,-11,-7,-1,-46000000,-22,-18,-0.13888888888888884,D
106,2011/2012,20,Freiburg,Werder Bremen,-0.44258782733554347,-0.4337953511513682,-0.35219383239746094,-0.24309294943387072,-0.25,-1.75,-0.25,-0.625,-0.75,2.125,0.375,-5,0,-5,-1,-5500000,-8,-15,-0.08333333333333331,D
107,2011/2012,20,Kaiserslautern,Köln,0.1665707391208684,0.6960660525023192,0.7884368896484375,0.5881730426407212,0.125,2.5,-0.5,1.0,-0.25,9.0,5.25,-9,-3,-3,0,0,-13,-3,0.09259259259259259,A
108,2011/2012,21,Wolfsburg,Freiburg,0.22283163588218657,0.716118088921815,1.1998786926269531,1.676709701915574,0.5,0.375,0.0,3.125,-1.375,-7.375,3.75,5,2,4,1,22500000,-1,7,0.1388888888888889,H
109,2011/2012,21,Borussia Dortmund,Bayer Leverkusen,0.7928623179052827,2.3318670898937457,3.151721954345703,4.556000669566333,0.875,2.875,0.75,0.75,2.0,-6.875,0.125,2,1,4,0,-3000000,17,12,0.39814814814814814,H
110,2011/2012,21,Bayern Munich,Kaiserslautern,0.7006265897959649,0.6853523771448373,0.6373157501220703,0.6939656768629208,1.0,2.0,1.25,2.0,-0.375,11.0,-2.875,15,15,10,2,49000000,32,23,0.37037037037037035,H
