Season,Round,HomeTeam,AwayTeam,Date,Hour,HomeTeamPlayers,AwayTeamPlayers,GoalsHome,GoalsAway,CornersHome,CornersAway,ShotsTargetHome,ShotsTargetAway,ShotsWideHome,ShotsWideAway,FoulsHome,FoulsAway,OffsidesHome,OffsidesAway,HomeTeamPossession,AwayTeamPossession
2013/2014,15,Borussia Dortmund,Bayer Leverkusen,07/12/2013,18:30,R. Weidenfeller/M. Friedrich/S. Bender/S. Papastathopoulos/K. Großkreutz/E. Durm/N. Şahin/J. Błaszczykowski/H. Mkhitaryan/P. Aubameyang/R. Lewandowski,B. Leno/E. Spahić/L. Bender/Ö. Toprak/G. Donati/S. Rolfes/J. Hegeler/G. Castro/E. Can/S. Kießling/Son Heung-Min,0,1,3,4,6,4,7,2,16,25,2,2,57,43
2013/2014,15,Freiburg,Wolfsburg,08/12/2013,15:30,O. Baumann/F. Diagne/O. Sorg/I. Höhn/M. Ginter/C. Günter/G. Fernandes/A. Mehmedi/F. Coquelin/N. Höfler/V. Darida,D. Benaglio/P. Ochs/Naldo/R. Rodríguez/R. Knoche/Luiz Gustavo/I. Perišić/S. Medojević/D. Caligiuri/M. Arnold/I. Olić,0,3,4,7,5,7,6,4,11,18,3,1,50,50
2013/2014,15,Eintracht Braunschweig,Hertha BSC,08/12/2013,17:30,D. Davari/D. Dogan/T. Perthel/E. Bičakčić/O. Elabdellaoui/N. Theuerkauf/K. Kratz/M. Boland/T. Oehrl/O. Ademi/K. Bellarabi,T. Kraft/F. Lustenberger/J. van den Bergh/N. Schulz/J. Brooks/M. Ndjeng/H. Hosogai/P. Skjelbred/Ronny/T. Ciğerci/A. Ramos,0,2,8,2,5,6,9,6,17,22,4,1,50,50
2013/2014,16,Hertha BSC,Werder Bremen,13/12/2013,20:30,T. Kraft/F. Lustenberger/P. Pekarík/N. Schulz/J. Brooks/M. Ndjeng/H. Hosogai/P. Skjelbred/Ronny/T. Ciğerci/A. Ramos,R. Wolf/A. Lukimya/T. Gebre Selassie/L. Caldirola/S. García/C. Makiadi/A. Hunt/P. Bargfrede/E. Elia/N. Petersen/F. Di Santo,3,2,6,4,0,2,3,3,15,20,1,1,53,47
2013/2014,16,Bayern Munich,Hamburger SV,14/12/2013,15:30,M. Neuer/P. Lahm/Rafinha/D. Van Buyten/Dante/D. Contento/T. Kroos/Thiago Alcântara/M. Götze/M. Mandžukić/T. Müller,J. Drobný/M. Jansen/J. Djourou/J. Tah/R. van der Vaart/T. Rincón/M. Badelj/T. Arslan/H. Çalhanoğlu/J. Zoua/P. Lasogga,3,1,5,2,5,4,6,5,11,13,2,5,73,27
2013/2014,16,Hannover 96,Nürnberg,14/12/2013,15:30,R. Zieler/Marcelo/H. Sakai/S. Sané/S. Huszti/L. Andreasen/L. Stindl/M. Schmiedebach/E. Prib/M. Diouf/A. Sobiech,R. Schäfer/E. Pogatetz/M. Hasebe/P. Nilsson/A. Hloušek/M. Plattenhardt/H. Kiyotake/T. Chandler/M. Frantz/D. Ginczek/J. Drmic,3,3,5,7,2,1,10,7,14,19,0,4,54,46
2013/2014,16,Hoffenheim,Borussia Dortmund,14/12/2013,15:30,J. Grahl/A. Beck/J. Vestergaard/J. Toljan/N. Süle/E. Polanski/S. Rudy/K. Herdling/S. Schipplock/K. Volland/Roberto Firmino,M. Langerak/M. Friedrich/Ł. Piszczek/E. Durm/M. Sarr/S. Kehl/N. Şahin/J. Błaszczykowski/P. Aubameyang/R. Lewandowski/M. Reus,2,2,2,4,3,6,5,6,17,14,1,6,48,52
2013/2014,16,Mainz 05,Borussia Mönchengladbach,14/12/2013,15:30,L. Karius/N. Noveski/Zdeněk Pospěch/S. Bell/E. Soto/Park Joo-Ho/N. Müller/Y. Mallı/J. Geis/S. Okazaki/E. Choupo-Moting,M. ter Stegen/O. Wendt/M. Stranzl/T. Jantschke/J. Korb/J. Arango/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann,0,0,1,4,1,2,4,6,7,7,4,1,37,63
2013/2014,16,Augsburg,Eintracht Braunschweig,14/12/2013,15:30,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/K. Vogt/M. Ostrzolek/Halil Altıntop/T. Werner/D. Baier/A. Hahn/R. Bobadilla,D. Davari/M. Correia/E. Bičakčić/O. Elabdellaoui/D. Vrančić/N. Theuerkauf/K. Kratz/M. Boland/T. Oehrl/O. Ademi/K. Bellarabi,4,1,5,0,7,0,5,6,16,12,0,0,55,45
2013/2014,16,Wolfsburg,Stuttgart,14/12/2013,18:30,D. Benaglio/P. Ochs/Naldo/R. Rodríguez/R. Knoche/Diego/Luiz Gustavo/S. Medojević/D. Caligiuri/M. Arnold/I. Olić,S. Ulreich/G. Niedermeier/K. Rausch/G. Sakai/A. Rüdiger/C. Gentner/M. Leitner/V. Ibišević/M. Harnik/I. Traoré/T. Werner,3,1,2,4,3,3,4,2,16,20,1,3,54,46
2013/2014,16,Schalke 04,Freiburg,15/12/2013,15:30,R. Fährmann/T. Hoogland/C. Fuchs/Felipe Santana/J. Matip/S. Kolašinac/K. Boateng/R. Neustädter/M. Meyer/J. Farfán/Ádám Szalai,O. Baumann/P. Krmaš/O. Sorg/I. Höhn/M. Ginter/C. Günter/G. Fernandes/A. Mehmedi/N. Höfler/V. Darida/K. Guédé,2,0,8,4,4,1,4,7,16,17,0,2,56,44
2013/2014,16,Bayer Leverkusen,Eintracht Frankfurt,15/12/2013,17:30,B. Leno/L. Bender/Ö. Toprak/P. Wollscheid/G. Donati/S. Rolfes/G. Castro/E. Can/S. Kießling/R. Kruse/Son Heung-Min,K. Trapp/M. Russ/C. Djakpa/C. Zambrano/Anderson Bamba/S. Jung/J. Rosenthal/P. Schwegler/J. Flum/S. Schröck/Joselu,0,1,8,4,6,4,6,5,13,23,4,0,60,40
2013/2014,17,Eintracht Frankfurt,Augsburg,20/12/2013,20:30,K. Trapp/C. Djakpa/C. Zambrano/Anderson Bamba/S. Jung/J. Rosenthal/P. Schwegler/J. Flum/S. Rode/S. Schröck/Joselu,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/K. Vogt/M. Ostrzolek/Halil Altıntop/T. Werner/D. Baier/A. Hahn/R. Bobadilla,1,1,4,3,4,2,1,5,16,12,2,5,55,45
2013/2014,17,Borussia Dortmund,Hertha BSC,21/12/2013,15:30,R. Weidenfeller/S. Papastathopoulos/K. Großkreutz/E. Durm/M. Sarr/S. Kehl/N. Şahin/J. Błaszczykowski/H. Mkhitaryan/R. Lewandowski/M. Reus,M. Gersbeck/L. Kobiashvili/F. Lustenberger/P. Pekarík/N. Schulz/M. Ndjeng/H. Hosogai/P. Skjelbred/T. Ciğerci/S. Allagui/A. Ramos,1,2,5,0,4,2,10,2,19,19,1,1,61,39
2013/2014,17,Werder Bremen,Bayer Leverkusen,21/12/2013,15:30,R. Wolf/S. Prödl/T. Gebre Selassie/L. Caldirola/S. García/C. Makiadi/A. Hunt/P. Bargfrede/E. Elia/N. Petersen/F. Di Santo,B. Leno/L. Bender/Ö. Toprak/P. Wollscheid/G. Donati/S. Rolfes/G. Castro/E. Can/S. Kießling/R. Kruse/Son Heung-Min,1,0,5,9,2,5,4,5,14,8,0,2,34,66
2013/2014,17,Freiburg,Hannover 96,21/12/2013,15:30,O. Baumann/P. Krmaš/O. Sorg/I. Höhn/M. Ginter/C. Günter/G. Fernandes/A. Mehmedi/V. Pilař/J. Schmid/V. Darida,R. Zieler/Marcelo/S. Cherundolo/A. Hoffmann/S. Sané/L. Andreasen/L. Stindl/E. Prib/L. Bittencourt/M. Diouf/V. Sulejmani,2,1,0,1,5,6,3,15,16,13,3,2,44,56
2013/2014,17,Hamburger SV,Mainz 05,21/12/2013,15:30,J. Drobný/M. Jansen/J. Djourou/J. Tah/R. van der Vaart/T. Rincón/M. Beister/M. Badelj/T. Arslan/H. Çalhanoğlu/P. Lasogga,L. Karius/N. Noveski/Zdeněk Pospěch/S. Bell/E. Soto/Park Joo-Ho/N. Müller/C. Moritz/Y. Mallı/J. Geis/S. Okazaki,2,3,5,3,6,4,7,7,21,13,0,3,42,58
2013/2014,17,Eintracht Braunschweig,Hoffenheim,21/12/2013,15:30,D. Davari/D. Dogan/T. Perthel/B. Kessel/E. Bičakčić/O. Elabdellaoui/M. Pfitzner/N. Theuerkauf/M. Boland/T. Oehrl/O. Ademi,J. Grahl/A. Beck/J. Vestergaard/J. Toljan/N. Süle/E. Polanski/F. Johnson/S. Rudy/S. Schipplock/K. Volland/Roberto Firmino,1,0,6,8,7,4,5,11,17,18,4,2,42,58
2013/2014,17,Nürnberg,Schalke 04,21/12/2013,18:30,R. Schäfer/J. Pinola/M. Hasebe/P. Nilsson/A. Hloušek/M. Plattenhardt/H. Kiyotake/T. Chandler/M. Frantz/D. Ginczek/J. Drmic,R. Fährmann/A. Uchida/C. Fuchs/Felipe Santana/J. Matip/S. Kolašinac/J. Jones/R. Neustädter/M. Meyer/J. Farfán/Ádám Szalai,0,0,9,4,5,2,7,4,12,17,3,2,59,41
2013/2014,17,Borussia Mönchengladbach,Wolfsburg,22/12/2013,15:30,M. ter Stegen/O. Wendt/M. Stranzl/T. Jantschke/J. Korb/J. Arango/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann,D. Benaglio/P. Ochs/Naldo/R. Rodríguez/R. Knoche/Diego/Luiz Gustavo/S. Medojević/D. Caligiuri/M. Arnold/I. Olić,2,2,4,4,3,10,7,4,10,11,4,1,50,50
2013/2014,17,Stuttgart,Bayern Munich,29/01/2014,20:00,S. Ulreich/D. Schwaab/K. Rausch/G. Sakai/A. Rüdiger/M. Leitner/R. Khedira/V. Ibišević/M. Harnik/M. Abdellaoue/T. Werner,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/Dante/T. Kroos/Thiago Alcântara/X. Shaqiri/M. Götze/T. Müller,1,2,2,8,2,6,7,12,9,10,1,1,37,63
2013/2014,18,Borussia Mönchengladbach,Bayern Munich,24/01/2014,20:30,M. ter Stegen/O. Wendt/M. Stranzl/Álvaro Domínguez/J. Korb/J. Arango/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/Dante/T. Kroos/Thiago Alcântara/X. Shaqiri/M. Götze/T. Müller,0,2,5,5,4,9,3,5,10,9,3,4,37,63
2013/2014,18,Borussia Dortmund,Augsburg,25/01/2014,15:30,R. Weidenfeller/S. Bender/S. Papastathopoulos/M. Schmelzer/K. Großkreutz/S. Kehl/N. Şahin/J. Błaszczykowski/H. Mkhitaryan/R. Lewandowski/M. Reus,M. Hitz/J. Callsen-Bracker/P. Verhaegh/R. Klavan/K. Vogt/M. Ostrzolek/Halil Altıntop/T. Werner/D. Baier/A. Hahn/R. Bobadilla,2,2,5,1,6,2,4,3,15,23,2,1,51,49
2013/2014,18,Stuttgart,Mainz 05,25/01/2014,15:30,S. Ulreich/D. Schwaab/K. Rausch/G. Sakai/A. Rüdiger/C. Gentner/M. Leitner/A. Maxim/V. Ibišević/M. Harnik/M. Abdellaoue,L. Karius/N. Noveski/Zdeněk Pospěch/S. Bell/E. Soto/Park Joo-Ho/N. Müller/C. Moritz/Y. Mallı/J. Geis/S. Okazaki,1,2,5,3,3,2,4,6,13,14,0,4,57,43
2013/2014,18,Wolfsburg,Hannover 96,25/01/2014,15:30,D. Benaglio/Naldo/R. Rodríguez/R. Knoche/Diego/Luiz Gustavo/C. Träsch/S. Medojević/K. De Bruyne/M. Arnold/I. Olić,R. Zieler/C. Schulz/Marcelo/H. Sakai/A. Hoffmann/S. Huszti/L. Stindl/M. Schmiedebach/L. Bittencourt/M. Diouf/A. Rudņevs,1,3,7,3,6,3,12,4,15,14,4,0,63,37
2013/2014,18,Nürnberg,Hoffenheim,25/01/2014,15:30,R. Schäfer/J. Pinola/P. Nilsson/A. Hloušek/M. Plattenhardt/M. Feulner/H. Kiyotake/T. Chandler/M. Frantz/D. Ginczek/J. Drmic,K. Casteels/A. Beck/J. Vestergaard/N. Süle/E. Polanski/F. Johnson/Jiloan Hamad/S. Rudy/T. Elyounoussi/S. Schipplock/Roberto Firmino,4,0,3,3,4,3,6,3,18,24,2,4,46,54
2013/2014,18,Freiburg,Bayer Leverkusen,25/01/2014,15:30,O. Baumann/P. Krmaš/M. Mujdža/O. Sorg/I. Höhn/M. Ginter/G. Fernandes/A. Mehmedi/V. Pilař/J. Schmid/V. Darida,B. Leno/S. Boenisch/L. Bender/Ö. Toprak/G. Donati/S. Rolfes/S. Reinartz/G. Castro/E. Can/S. Kießling/Son Heung-Min,3,2,4,8,3,9,3,6,14,10,5,2,48,52
2013/2014,18,Eintracht Frankfurt,Hertha BSC,25/01/2014,18:30,K. Trapp/M. Russ/C. Djakpa/C. Zambrano/S. Jung/J. Rosenthal/P. Schwegler/T. Inui/S. Rode/A. Meier/S. Aigner,T. Kraft/F. Lustenberger/S. Langkamp/P. Pekarík/J. van den Bergh/N. Schulz/P. Niemeyer/H. Hosogai/P. Skjelbred/S. Allagui/A. Ramos,1,0,1,2,2,5,1,5,20,21,2,2,45,55
2013/2014,18,Werder Bremen,Eintracht Braunschweig,26/01/2014,15:30,R. Wolf/S. Prödl/T. Gebre Selassie/L. Caldirola/S. García/A. Hunt/Z. Junuzović/P. Bargfrede/F. Kroos/E. Elia/N. Petersen,D. Davari/D. Dogan/K. Reichel/B. Kessel/E. Bičakčić/O. Elabdellaoui/M. Pfitzner/N. Theuerkauf/M. Boland/O. Ademi/H. Nielsen,0,0,6,3,4,2,5,3,21,17,5,1,49,51
2013/2014,18,Hamburger SV,Schalke 04,26/01/2014,17:30,J. Drobný/M. Jansen/H. Westermann/J. Tah/R. van der Vaart/I. Iličević/M. Badelj/T. Arslan/Z. Lam/H. Çalhanoğlu/P. Lasogga,R. Fährmann/A. Uchida/C. Fuchs/Felipe Santana/J. Matip/S. Kolašinac/K. Boateng/R. Neustädter/M. Meyer/K. Huntelaar/J. Farfán,0,3,3,3,1,1,0,2,9,23,4,4,58,42
2013/2014,19,Eintracht Braunschweig,Borussia Dortmund,31/01/2014,20:30,D. Davari/D. Dogan/K. Reichel/B. Kessel/E. Bičakčić/O. Elabdellaoui/J. Hochscheidt/N. Theuerkauf/M. Boland/O. Ademi/H. Nielsen,R. Weidenfeller/M. Hummels/S. Bender/S. Papastathopoulos/M. Schmelzer/K. Großkreutz/N. Şahin/H. Mkhitaryan/P. Aubameyang/R. Lewandowski/M. Reus,1,2,7,8,6,5,4,4,17,15,1,1,42,58
2013/2014,19,Schalke 04,Wolfsburg,01/02/2014,15:30,R. Fährmann/B. Höwedes/Felipe Santana/J. Matip/S. Kolašinac/K. Boateng/R. Neustädter/M. Meyer/K. Huntelaar/J. Farfán/C. Obasi,D. Benaglio/P. Ochs/Naldo/R. Rodríguez/R. Knoche/Luiz Gustavo/I. Perišić/D. Caligiuri/K. De Bruyne/M. Arnold/I. Olić,2,1,4,6,4,4,5,2,16,14,3,1,50,50
2013/2014,19,Bayer Leverkusen,Stuttgart,01/02/2014,15:30,B. Leno/R. Hilbert/E. Spahić/L. Bender/Ö. Toprak/S. Rolfes/S. Reinartz/G. Castro/E. Can/S. Kießling/Son Heung-Min,S. Ulreich/D. Schwaab/K. Rausch/G. Sakai/A. Rüdiger/M. Leitner/R. Khedira/V. Ibišević/M. Harnik/M. Abdellaoue/T. Werner,2,1,4,8,2,3,4,4,18,16,5,1,60,40
2013/2014,19,Hoffenheim,Hamburger SV,01/02/2014,15:30,K. Casteels/A. Beck/D. Abraham/N. Süle/E. Polanski/S. Salihović/S. Rudy/K. Herdling/T. Strobl/K. Volland/Roberto Firmino,J. Drobný/H. Westermann/D. Diekmeier/J. Tah/R. van der Vaart/M. Badelj/O. Bouy/Z. Lam/H. Çalhanoğlu/J. Zoua/O. John,3,0,7,5,2,1,5,5,22,13,4,1,38,62
2013/2014,19,Mainz 05,Freiburg,01/02/2014,15:30,L. Karius/N. Noveski/Zdeněk Pospěch/J. Díaz/S. Bell/Park Joo-Ho/C. Moritz/Y. Mallı/J. Geis/S. Okazaki/E. Choupo-Moting,O. Baumann/M. Mujdža/O. Sorg/I. Höhn/M. Ginter/G. Fernandes/J. Schuster/A. Mehmedi/V. Pilař/J. Schmid/V. Darida,2,0,5,5,3,1,3,1,10,26,2,0,58,42
2013/2014,19,Augsburg,Werder Bremen,01/02/2014,15:30,A. Manninger/J. Callsen-Bracker/P. Verhaegh/R. Klavan/K. Vogt/M. Ostrzolek/Halil Altıntop/T. Werner/D. Baier/A. Hahn/A. Milik,R. Wolf/S. Prödl/T. Gebre Selassie/L. Caldirola/S. García/C. Makiadi/Z. Junuzović/F. Kroos/E. Elia/N. Petersen/F. Di Santo,3,1,6,4,3,0,10,1,9,17,1,3,69,31
2013/2014,19,Hannover 96,Borussia Mönchengladbach,01/02/2014,18:30,R. Zieler/C. Schulz/Marcelo/A. Hoffmann/S. Huszti/F. Rajtoral/L. Stindl/M. Schmiedebach/L. Bittencourt/M. Diouf/A. Rudņevs,M. ter Stegen/O. Wendt/M. Stranzl/T. Jantschke/J. Korb/J. Arango/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann,3,1,7,7,3,7,8,2,8,14,4,1,41,59
2013/2014,19,Hertha BSC,Nürnberg,02/02/2014,15:30,T. Kraft/F. Lustenberger/S. Langkamp/J. van den Bergh/N. Schulz/M. Ndjeng/H. Hosogai/P. Skjelbred/Ronny/S. Allagui/A. Ramos,R. Schäfer/J. Pinola/A. Hloušek/M. Plattenhardt/M. Feulner/H. Kiyotake/T. Chandler/M. Frantz/O. Petrak/D. Ginczek/J. Drmic,1,3,3,3,4,2,2,4,16,25,0,1,43,57
2013/2014,19,Bayern Munich,Eintracht Frankfurt,02/02/2014,17:30,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/Dante/F. Ribéry/Thiago Alcântara/X. Shaqiri/M. Götze/M. Mandžukić,K. Trapp/M. Russ/A. Madlung/C. Djakpa/S. Jung/T. Barnetta/J. Rosenthal/P. Schwegler/J. Flum/A. Meier/Joselu,5,0,12,2,6,4,9,4,16,12,0,6,70,30
2013/2014,20,Borussia Mönchengladbach,Bayer Leverkusen,07/02/2014,20:30,M. ter Stegen/O. Wendt/M. Stranzl/H. Nordtveit/T. Jantschke/J. Arango/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann,B. Leno/R. Hilbert/E. Spahić/L. Bender/Ö. Toprak/S. Rolfes/S. Sam/G. Castro/E. Can/S. Kießling/Son Heung-Min,0,1,4,3,3,2,5,8,9,15,0,1,49,51
2013/2014,20,Wolfsburg,Mainz 05,08/02/2014,15:30,D. Benaglio/P. Ochs/Naldo/R. Rodríguez/R. Knoche/Luiz Gustavo/I. Perišić/C. Träsch/K. De Bruyne/M. Arnold/B. Dost,L. Karius/Zdeněk Pospěch/N. Bungert/J. Koch/S. Bell/Park Joo-Ho/C. Moritz/Koo Ja-Cheol/J. Geis/S. Okazaki/E. Choupo-Moting,3,0,4,1,4,2,4,3,21,12,0,7,62,38
2013/2014,20,Werder Bremen,Borussia Dortmund,08/02/2014,15:30,R. Wolf/S. Prödl/A. Lukimya/T. Gebre Selassie/L. Caldirola/A. Hunt/L. Obraniak/Z. Junuzović/P. Bargfrede/E. Elia/F. Di Santo,R. Weidenfeller/M. Friedrich/Ł. Piszczek/S. Bender/S. Papastathopoulos/M. Schmelzer/N. Şahin/H. Mkhitaryan/P. Aubameyang/R. Lewandowski/M. Reus,1,5,5,9,4,2,3,4,17,12,4,1,42,58
2013/2014,20,Nürnberg,Bayern Munich,08/02/2014,15:30,R. Schäfer/J. Pinola/A. Hloušek/M. Plattenhardt/M. Feulner/H. Kiyotake/T. Chandler/M. Frantz/O. Petrak/D. Ginczek/J. Drmic,M. Neuer/P. Lahm/Rafinha/J. Boateng/D. Alaba/Dante/A. Robben/Thiago Alcântara/M. Götze/M. Mandžukić/T. Müller,0,2,3,5,2,4,3,7,25,21,7,0,39,61
2013/2014,20,Freiburg,Hoffenheim,08/02/2014,15:30,O. Baumann/P. Krmaš/M. Mujdža/O. Sorg/I. Höhn/M. Ginter/G. Fernandes/A. Mehmedi/J. Schmid/V. Darida/F. Klaus,K. Casteels/A. Beck/D. Abraham/N. Süle/E. Polanski/S. Salihović/S. Rudy/K. Herdling/T. Strobl/K. Volland/Roberto Firmino,1,1,3,2,5,3,4,9,20,16,4,1,46,54
2013/2014,20,Eintracht Frankfurt,Eintracht Braunschweig,08/02/2014,15:30,K. Trapp/M. Russ/C. Djakpa/C. Zambrano/S. Jung/P. Schwegler/J. Flum/S. Rode/V. Kadlec/A. Meier/S. Aigner,D. Davari/D. Dogan/K. Reichel/B. Kessel/E. Bičakčić/O. Elabdellaoui/J. Hochscheidt/N. Theuerkauf/K. Kratz/K. Bellarabi/H. Nielsen,3,0,10,2,5,2,5,9,14,20,1,2,60,40
2013/2014,20,Hamburger SV,Hertha BSC,08/02/2014,18:30,R. Adler/M. Jansen/J. Djourou/H. Westermann/R. van der Vaart/M. Badelj/O. Bouy/Z. Lam/H. Çalhanoğlu/J. Zoua/O. John,T. Kraft/L. Kobiashvili/S. Langkamp/P. Pekarík/J. van den Bergh/M. Ndjeng/H. Hosogai/P. Skjelbred/T. Ciğerci/S. Allagui/A. Ramos,0,3,8,3,2,0,2,1,16,11,0,3,56,44
2013/2014,20,Stuttgart,Augsburg,09/02/2014,15:30,S. Ulreich/D. Schwaab/K. Rausch/G. Sakai/A. Rüdiger/M. Leitner/A. Maxim/R. Khedira/V. Ibišević/M. Abdellaoue/T. Werner,A. Manninger/J. Callsen-Bracker/P. Verhaegh/R. Klavan/M. Ostrzolek/Halil Altıntop/T. Werner/D. Baier/A. Hahn/D. Kohr/A. Milik,1,4,5,2,0,1,11,2,9,8,2,5,50,50
2013/2014,20,Schalke 04,Hannover 96,09/02/2014,17:30,R. Fährmann/A. Uchida/Felipe Santana/J. Matip/S. Kolašinac/K. Boateng/R. Neustädter/M. Meyer/K. Huntelaar/J. Farfán/C. Obasi,R. Zieler/C. Schulz/Marcelo/A. Hoffmann/S. Huszti/F. Rajtoral/L. Stindl/M. Schmiedebach/L. Bittencourt/M. Diouf/A. Rudņevs,2,0,5,0,6,1,4,3,10,20,3,0,58,42
2013/2014,21,Mainz 05,Hannover 96,14/02/2014,20:30,L. Karius/N. Noveski/Zdeněk Pospěch/J. Díaz/S. Bell/B. Saller/Park Joo-Ho/N. Müller/Y. Mallı/J. Geis/S. Okazaki,R. Zieler/C. Schulz/Marcelo/A. Hoffmann/S. Huszti/F. Rajtoral/L. Stindl/M. Schmiedebach/L. Bittencourt/M. Diouf/A. Rudņevs,2,0,4,5,5,3,8,4,14,8,5,1,43,57
2013/2014,21,Borussia Dortmund,Eintracht Frankfurt,15/02/2014,15:30,R. Weidenfeller/M. Friedrich/Ł. Piszczek/S. Papastathopoulos/M. Schmelzer/K. Großkreutz/S. Kehl/N. Şahin/H. Mkhitaryan/P. Aubameyang/R. Lewandowski,K. Trapp/M. Russ/A. Madlung/C. Djakpa/Anderson Bamba/S. Jung/J. Rosenthal/T. Weis/M. Lanig/A. Meier/S. Aigner,4,0,6,5,5,1,4,3,13,17,3,0,54,46
2013/2014,21,Bayern Munich,Freiburg,15/02/2014,15:30,M. Neuer/P. Lahm/Rafinha/Dante/D. Contento/A. Robben/Javi Martínez/T. Kroos/X. Shaqiri/C. Pizarro/T. Müller,O. Baumann/P. Krmaš/O. Sorg/I. Höhn/M. Ginter/C. Günter/G. Fernandes/A. Mehmedi/J. Schmid/V. Darida/F. Klaus,4,0,2,4,4,0,7,7,11,12,2,4,62,38
2013/2014,21,Werder Bremen,Borussia Mönchengladbach,15/02/2014,15:30,R. Wolf/S. Prödl/A. Lukimya/A. Ignjovski/L. Caldirola/C. Makiadi/L. Obraniak/Z. Junuzović/P. Bargfrede/N. Petersen/F. Di Santo,M. ter Stegen/O. Wendt/M. Stranzl/T. Jantschke/J. Korb/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann/B. Hrgota,1,1,5,10,5,4,3,2,12,13,1,0,52,48
2013/2014,21,Hoffenheim,Stuttgart,15/02/2014,15:30,K. Casteels/A. Beck/D. Abraham/N. Süle/E. Polanski/S. Salihović/F. Johnson/K. Herdling/S. Schipplock/K. Volland/Roberto Firmino,S. Ulreich/A. Boka/D. Schwaab/G. Niedermeier/A. Rüdiger/M. Leitner/R. Khedira/M. Harnik/I. Traoré/M. Abdellaoue/T. Werner,4,1,5,4,5,3,3,6,23,18,6,3,53,47
2013/2014,21,Eintracht Braunschweig,Hamburger SV,15/02/2014,15:30,D. Davari/K. Reichel/B. Kessel/M. Correia/E. Bičakčić/O. Elabdellaoui/J. Hochscheidt/N. Theuerkauf/M. Boland/K. Bellarabi/H. Nielsen,R. Adler/M. Jansen/H. Westermann/D. Diekmeier/L. Sobiech/R. van der Vaart/I. Iličević/T. Rincón/O. Bouy/O. John/P. Lasogga,4,2,7,8,4,8,6,4,13,23,8,1,51,49
2013/2014,21,Bayer Leverkusen,Schalke 04,15/02/2014,18:30,B. Leno/R. Hilbert/S. Boenisch/E. Spahić/L. Bender/P. Wollscheid/S. Rolfes/G. Castro/E. Can/S. Kießling/Son Heung-Min,R. Fährmann/T. Hoogland/Felipe Santana/J. Matip/S. Kolašinac/K. Boateng/R. Neustädter/L. Goretzka/M. Meyer/K. Huntelaar/J. Farfán,1,2,11,2,4,4,3,3,12,15,3,0,60,40
2013/2014,21,Augsburg,Nürnberg,16/02/2014,15:30,A. Manninger/J. Callsen-Bracker/P. Verhaegh/R. Klavan/K. Vogt/M. Ostrzolek/Halil Altıntop/T. Werner/D. Baier/A. Hahn/A. Milik,R. Schäfer/J. Pinola/P. Nilsson/A. Hloušek/M. Plattenhardt/M. Angha/M. Feulner/H. Kiyotake/R. Mak/O. Petrak/J. Drmic,0,1,6,2,9,1,7,7,17,19,4,0,42,58
2013/2014,21,Hertha BSC,Wolfsburg,16/02/2014,17:30,T. Kraft/L. Kobiashvili/S. Langkamp/P. Pekarík/J. van den Bergh/M. Ndjeng/H. Hosogai/P. Skjelbred/T. Ciğerci/S. Allagui/A. Ramos,D. Benaglio/P. Ochs/T. Klose/R. Rodríguez/R. Knoche/Luiz Gustavo/I. Perišić/S. Medojević/K. De Bruyne/M. Arnold/B. Dost,1,2,4,6,6,1,2,4,10,15,2,1,45,55
2013/2014,22,Schalke 04,Mainz 05,21/02/2014,20:30,R. Fährmann/T. Hoogland/Felipe Santana/J. Matip/S. Kolašinac/K. Boateng/R. Neustädter/L. Goretzka/M. Meyer/K. Huntelaar/J. Farfán,L. Karius/N. Noveski/Zdeněk Pospěch/J. Díaz/S. Bell/E. Soto/N. Müller/C. Moritz/Koo Ja-Cheol/J. Geis/S. Okazaki,0,0,4,9,4,8,8,6,19,8,1,0,54,46
2013/2014,22,Borussia Mönchengladbach,Hoffenheim,22/02/2014,15:30,M. ter Stegen/F. Daems/M. Stranzl/T. Jantschke/J. Korb/G. Xhaka/C. Kramer/Raffael/M. Kruse/P. Herrmann/B. Hrgota,K. Casteels/A. Beck/N. Süle/S. Salihović/F. Johnson/S. Rudy/K. Herdling/T. Strobl/S. Schipplock/K. Volland/Roberto Firmino,2,2,6,5,7,6,2,8,14,17,2,0,45,55
